57
120
214104,-
295662,+
161698,#
287873,-
215795,%
195614,-
342246,-
299852,-
219032,-
243102,-
144592,#
259134,-
80769,-
165188,-
233532,-
313538,@
149433,#
62212,-
82637,-
213230,-
202074,-
61467,-
50413,-
322833,-
15936,+
62678,-
216792,:
44897,-
297105,-
164257,-
105929,#
24223,-
248749,-
255829,-
30283,-
202889,@
282947,#
290237,*
198795,:
332372,-
128939,-
209856,@
156311,+
169837,-
17661,-
274679,-
286052,-
134708,-
277014,-
148210,#
195253,-
16796,-
38008,-
88555,-
135867,#
186704,:
143183,.
177756,-
21415,-
261153,-
105409,-
332091,*
328803,-
130512,%
298883,-
278508,-
161395,#
99741,-
235854,=
282963,#
104177,-
128733,-
123214,-
144522,#
343322,-
19016,-
42983,-
35342,-
44594,+
99204,-
76190,-
210919,.
93855,:
271074,-
276251,*
242677,-
139602,-
304619,-
217566,-
282422,-
155597,#
97697,-
234508,:
327823,-
177144,-
113494,.
168742,#
26894,-
270192,-
296745,*
335057,-
120822,#
83140,-
184459,#
299569,-
55067,-
146992,-
61690,-
328012,-
85103,-
111606,#
272819,-
30929,-
206835,-
212265,-
141689,-
250417,-
203860,#
64243,-
151012,-
110647,-
311819,=
184166,-
288828,-
55670,-
184271,#
281758,-
221653,#
156536,#
233056,-
128192,-
298540,-
288457,-
7547,-
219138,-
71712,:
66447,#
226450,-
332897,-
280398,-
290848,-
255347,-
119747,.
1683,-
61086,-
151780,-
132910,-
121635,-
50075,-
156271,*
76639,-
553,-
291142,-
251514,-
255467,-
4035,-
179984,#
29803,-
158991,-
32215,-
187505,-
52211,-
62536,-
65817,-
324531,@
39693,-
43331,-
337304,-
20134,-
36377,-
75351,=
197808,%
41011,%
169774,-
318464,-
134456,-
307596,%
99938,*
59559,-
176778,-
36240,-
166103,#
324817,=
154019,#
234289,:
100269,#
134984,-
120045,:
146986,-
241207,:
335050,-
277484,#
179117,#
219796,-
151923,-
264436,*
15011,-
167610,#
245902,-
137733,#
229809,-
323849,@
320872,-
180748,#
42077,-
89405,=
87278,*
56305,-
325482,@
338280,-
190411,#
1263,-
314502,-
257937,-
196852,:
144789,#
173836,#
199416,-
20121,-
263426,-
294277,-
25713,-
178640,#
61769,-
119485,.
177057,-
104602,-
16462,-
129817,-
279400,-
307171,@
43219,-
177961,+
42380,-
78027,:
315136,-
214441,-
318968,@
314182,-
237965,-
125346,.
341026,-
249599,-
134408,-
310642,-
183170,-
322488,-
192679,#
165179,-
209413,=
113782,.
177847,-
243052,-
23453,-
284752,-
232880,-
63055,.
54612,-
199905,-
331847,@
110392,-
331952,@
16868,-
107676,.
37378,-
102717,-
158347,-
71315,.
293564,-
219928,-
70536,-
237395,-
241906,%
282230,-
18313,-
1834,-
277926,%
127292,-
48411,-
309303,-
205980,-
134011,-
332158,=
94991,-
97512,-
132446,#
143762,%
190439,#
1,-
200201,-
78102,-
140091,-
280778,-
306333,-
81762,+
279574,-
193981,-
49828,-
140984,-
53437,-
201637,-
95867,*
194622,-
308784,-
208850,#
342944,-
89130,-
74360,-
179804,#
333212,-
17482,-
3345,-
254598,-
187860,-
235443,-
86618,-
262903,-
342992,-
240864,=
319690,@
283430,-
58932,:
16966,-
226815,-
162066,-
224290,-
211309,@
241997,#
137766,#
45439,-
194963,-
181859,-
30494,-
26319,-
31723,-
180580,#
248626,-
158426,-
182730,-
271101,+
344502,-
229098,@
122291,-
62587,-
10240,-
302935,-
79668,-
189299,-
15785,-
121680,-
174319,-
280926,-
150868,%
88384,*
56350,-
200376,-
303048,-
257531,-
291920,-
58253,-
11504,-
205449,*
170853,-
312918,-
242967,-
112976,.
84580,-
42133,-
57663,-
200929,-
17460,-
103957,-
68341,-
195041,-
239109,-
35871,-
203377,#
265669,#
194304,-
317500,@
260479,-
7740,-
311911,%
48528,-
242984,-
36761,-
91258,-
283144,#
269872,-
76637,-
310758,-
209428,@
307947,-
295894,-
31009,-
132597,#
113958,-
25483,-
168763,#
160905,+
151214,-
13435,-
231135,-
208535,-
4000,-
88657,-
167051,#
133042,-
152710,-
167501,#
208613,-
343608,-
157796,-
239771,-
236253,*
309380,-
168151,-
278607,-
261474,-
295070,-
285342,-
337448,-
339200,-
92381,-
181456,-
330744,=
96592,+
79679,-
137031,-
51887,-
41213,#
254175,-
135154,-
40686,:
174634,#
298307,-
139868,-
199641,-
179366,#
6025,-
323709,+
127881,-
315673,-
246298,#
149099,-
170327,-
325557,@
46737,-
338148,-
332519,-
101972,.
27120,-
140286,-
188059,-
23460,-
235528,@
186529,:
247278,#
190806,#
277969,-
241109,:
268280,-
321787,-
186038,#
78629,#
311012,-
141434,-
78921,-
109562,-
144865,#
209167,@
40967,#
283706,-
89526,:
91780,-
134664,-
39600,-
87580,=
185358,#
62898,-
294864,-
258169,-
117185,-
189348,-
293155,-
18022,-
212663,-
99062,-
39727,-
213889,-
337038,-
237844,-
25642,-
287038,-
113419,=
9017,-
341421,-
262429,-
29121,#
227448,-
159912,%
316939,-
63243,-
21388,-
329669,-
162683,%
206143,-
298061,-
339617,-
302298,-
226365,-
101126,#
293466,-
6491,-
310956,-
303879,-
187669,-
